symbol,company_name,sector,yahoo_symbol,currency
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Unclassified,BUTTERFLY.NS,INR
BVCL,Barak Valley Cements Limited,Unclassified,BVCL.NS,INR
BYKE,The Byke Hospitality Ltd,Unclassified,BYKE.NS,INR
CALSOFT,California Software Company Limited,Unclassified,CALSOFT.NS,INR
CAMLINFINE,Camlin Fine Sciences Limited,Unclassified,CAMLINFINE.NS,INR
CAMPUS,Campus Activewear Limited,Unclassified,CAMPUS.NS,INR
CAMS,Computer Age Management Services Limited,Unclassified,CAMS.NS,INR
CANBK,Canara Bank,Unclassified,CANBK.NS,INR
CANFINHOME,Can Fin Homes Limited,Unclassified,CANFINHOME.NS,INR
CANHLIFE,Canara HSBC Life Insurance Company Limited,Unclassified,CANHLIFE.NS,INR
CANTABIL,Cantabil Retail India Limited,Unclassified,CANTABIL.NS,INR
CAPACITE,Capacit'e Infraprojects Limited,Unclassified,CAPACITE.NS,INR
CAPILLARY,Capillary Technologies India Limited,Unclassified,CAPILLARY.NS,INR
CAPITALSFB,Capital Small Finance Bank Limited,Unclassified,CAPITALSFB.NS,INR
CAPLIPOINT,Caplin Point Laboratories Limited,Unclassified,CAPLIPOINT.NS,INR
CAPTRUST,Capital Trust Limited,Unclassified,CAPTRUST.NS,INR
CARBORUNIV,Carborundum Universal Limited,Unclassified,CARBORUNIV.NS,INR
CARERATING,CARE Ratings Limited,Unclassified,CARERATING.NS,INR
CARRARO,Carraro India Limited,Unclassified,CARRARO.NS,INR
CARTRADE,Cartrade Tech Limited,Unclassified,CARTRADE.NS,INR
CARYSIL,CARYSIL LIMITED,Unclassified,CARYSIL.NS,INR
CASTROLIND,Castrol India Limited,Unclassified,CASTROLIND.NS,INR
CCAVENUE,AvenuesAI Limited,Unclassified,CCAVENUE.NS,INR
CCCL,Consolidated Construction Consortium Limited,Unclassified,CCCL.NS,INR
CCHHL,Country Club Hospitality & Holidays Limited,Unclassified,CCHHL.NS,INR
CCL,CCL Products (India) Limited,Unclassified,CCL.NS,INR
CDSL,Central Depository Services (India) Limited,Unclassified,CDSL.NS,INR
CEATLTD,CEAT Limited,Unclassified,CEATLTD.NS,INR
CEIGALL,Ceigall India Limited,Unclassified,CEIGALL.NS,INR
CEINSYS,Ceinsys Tech Limited,Unclassified,CEINSYS.NS,INR
CELEBRITY,Celebrity Fashions Limited,Unclassified,CELEBRITY.NS,INR
CELLO,Cello World Limited,Unclassified,CELLO.NS,INR
CEMPRO,Cemindia Projects Limited,Unclassified,CEMPRO.NS,INR
CENTENKA,Century Enka Limited,Unclassified,CENTENKA.NS,INR
CENTEXT,Century Extrusions Limited,Unclassified,CENTEXT.NS,INR
CENTRALBK,Central Bank of India,Unclassified,CENTRALBK.NS,INR
CENTRUM,Centrum Capital Limited,Unclassified,CENTRUM.NS,INR
CENTUM,Centum Electronics Limited,Unclassified,CENTUM.NS,INR
CENTURYPLY,Century Plyboards (India) Limited,Unclassified,CENTURYPLY.NS,INR
CERA,Cera Sanitaryware Limited,Unclassified,CERA.NS,INR
CEREBRAINT,Cerebra Integrated Technologies Limited,Unclassified,CEREBRAINT.NS,INR
CESC,CESC Limited,Unclassified,CESC.NS,INR
CEWATER,Concord Enviro Systems Limited,Unclassified,CEWATER.NS,INR
CGCL,Capri Global Capital Limited,Unclassified,CGCL.NS,INR
CGPOWER,CG Power and Industrial Solutions Limited,Unclassified,CGPOWER.NS,INR
CHALET,Chalet Hotels Limited,Unclassified,CHALET.NS,INR
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Unclassified,CHAMBLFERT.NS,INR
CHEMBOND,Chembond Material Technologies Limited,Unclassified,CHEMBOND.NS,INR
CHEMBONDCH,Chembond Chemicals Limited,Unclassified,CHEMBONDCH.NS,INR
CHEMCON,Chemcon Speciality Chemicals Limited,Unclassified,CHEMCON.NS,INR
CHEMFAB,Chemfab Alkalis Limited,Unclassified,CHEMFAB.NS,INR
CHEMPLASTS,Chemplast Sanmar Limited,Unclassified,CHEMPLASTS.NS,INR
CHENNPETRO,Chennai Petroleum Corporation Limited,Unclassified,CHENNPETRO.NS,INR
CHEVIOT,Cheviot Company Limited,Unclassified,CHEVIOT.NS,INR
CHOICEIN,Choice International Limited,Unclassified,CHOICEIN.NS,INR
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Unclassified,CHOLAFIN.NS,INR
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Unclassified,CHOLAHLDNG.NS,INR
CIEINDIA,CIE Automotive India Limited,Unclassified,CIEINDIA.NS,INR
CIFL,Capital India Finance Limited,Unclassified,CIFL.NS,INR
CIGNITITEC,Cigniti Technologies Limited,Unclassified,CIGNITITEC.NS,INR
CINELINE,Cineline India Limited,Unclassified,CINELINE.NS,INR
CINEVISTA,Cinevista Limited,Unclassified,CINEVISTA.NS,INR
CIPLA,Cipla Limited,Unclassified,CIPLA.NS,INR
CLEAN,Clean Science and Technology Limited,Unclassified,CLEAN.NS,INR
CLEANMAX,Clean Max Enviro Energy Solutions Limited,Unclassified,CLEANMAX.NS,INR
CLEDUCATE,CL Educate Limited,Unclassified,CLEDUCATE.NS,INR
CLSEL,Chaman Lal Setia Exports Limited,Unclassified,CLSEL.NS,INR
CMSINFO,CMS Info Systems Limited,Unclassified,CMSINFO.NS,INR
CNL,Creative Newtech Limited,Unclassified,CNL.NS,INR
COALINDIA,Coal India Limited,Unclassified,COALINDIA.NS,INR
COASTCORP,Coastal Corporation Limited,Unclassified,COASTCORP.NS,INR
COCHINSHIP,Cochin Shipyard Limited,Unclassified,COCHINSHIP.NS,INR
COFFEEDAY,Coffee Day Enterprises Limited,Unclassified,COFFEEDAY.NS,INR
COFORGE,Coforge Limited,Unclassified,COFORGE.NS,INR
COHANCE,Cohance Lifesciences Limited,Unclassified,COHANCE.NS,INR
COLPAL,Colgate Palmolive (India) Limited,Unclassified,COLPAL.NS,INR
COMPINFO,Compuage Infocom Limited,Unclassified,COMPINFO.NS,INR
COMPUSOFT,Compucom Software Limited,Unclassified,COMPUSOFT.NS,INR
COMSYN,Commercial Syn Bags Limited,Unclassified,COMSYN.NS,INR
CONCOR,Container Corporation of India Limited,Unclassified,CONCOR.NS,INR
CONCORDBIO,Concord Biotech Limited,Unclassified,CONCORDBIO.NS,INR
CONFIPET,Confidence Petroleum India Limited,Unclassified,CONFIPET.NS,INR
CONSOFINVT,Consolidated Finvest & Holdings Limited,Unclassified,CONSOFINVT.NS,INR
CONTROLPR,Control Print Limited,Unclassified,CONTROLPR.NS,INR
CORALFINAC,Coral India Finance & Housing Limited,Unclassified,CORALFINAC.NS,INR
CORDSCABLE,Cords Cable Industries Limited,Unclassified,CORDSCABLE.NS,INR
COROMANDEL,Coromandel International Limited,Unclassified,COROMANDEL.NS,INR
CORONA,CORONA Remedies Limited,Unclassified,CORONA.NS,INR
COSMOFIRST,COSMO FIRST LIMITED,Unclassified,COSMOFIRST.NS,INR
COUNCODOS,Country Condo's Limited,Unclassified,COUNCODOS.NS,INR
CPCAP,CP Capital Limited,Unclassified,CPCAP.NS,INR
CPEDU,Career Point Edutech Limited,Unclassified,CPEDU.NS,INR
CPPLUS,Aditya Infotech Limited,Unclassified,CPPLUS.NS,INR
CRAFTSMAN,Craftsman Automation Limited,Unclassified,CRAFTSMAN.NS,INR
CRAMC,Canara Robeco Asset Management Company Limited,Unclassified,CRAMC.NS,INR
CREATIVEYE,Creative Eye Limited,Unclassified,CREATIVEYE.NS,INR
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Unclassified,CREDITACC.NS,INR
CREST,Crest Ventures Limited,Unclassified,CREST.NS,INR
CRISIL,CRISIL Limited,Unclassified,CRISIL.NS,INR
CRIZAC,Crizac Limited,Unclassified,CRIZAC.NS,INR
CROMPTON,Crompton Greaves Consumer Electricals Limited,Unclassified,CROMPTON.NS,INR
CROWN,Crown Lifters Limited,Unclassified,CROWN.NS,INR
CSBBANK,CSB Bank Limited,Unclassified,CSBBANK.NS,INR
CSLFINANCE,CSL Finance Limited,Unclassified,CSLFINANCE.NS,INR
CTE,Cambridge Technology Enterprises Limited,Unclassified,CTE.NS,INR
CUB,City Union Bank Limited,Unclassified,CUB.NS,INR
CUBEXTUB,Cubex Tubings Limited,Unclassified,CUBEXTUB.NS,INR
CUMMINSIND,Cummins India Limited,Unclassified,CUMMINSIND.NS,INR
CUPID,Cupid Limited,Unclassified,CUPID.NS,INR
CURAA,Cura Technologies Limited,Unclassified,CURAA.NS,INR
CYBERMEDIA,Cyber Media (India) Limited,Unclassified,CYBERMEDIA.NS,INR
CYBERTECH,Cybertech Systems And Software Limited,Unclassified,CYBERTECH.NS,INR
CYIENT,Cyient Limited,Unclassified,CYIENT.NS,INR
CYIENTDLM,Cyient DLM Limited,Unclassified,CYIENTDLM.NS,INR
DABUR,Dabur India Limited,Unclassified,DABUR.NS,INR
DALBHARAT,Dalmia Bharat Limited,Unclassified,DALBHARAT.NS,INR
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Unclassified,DALMIASUG.NS,INR
DAMCAPITAL,Dam Capital Advisors Limited,Unclassified,DAMCAPITAL.NS,INR
DAMODARIND,Damodar Industries Limited,Unclassified,DAMODARIND.NS,INR
DANGEE,Dangee Dums Limited,Unclassified,DANGEE.NS,INR
DATAMATICS,Datamatics Global Services Limited,Unclassified,DATAMATICS.NS,INR
DATAPATTNS,Data Patterns (India) Limited,Unclassified,DATAPATTNS.NS,INR
DAVANGERE,Davangere Sugar Company Limited,Unclassified,DAVANGERE.NS,INR
DBCORP,D.B.Corp Limited,Unclassified,DBCORP.NS,INR
DBEIL,Deepak Builders & Engineers India Limited,Unclassified,DBEIL.NS,INR
DBL,Dilip Buildcon Limited,Unclassified,DBL.NS,INR
DBOL,Dhampur Bio Organics Limited,Unclassified,DBOL.NS,INR
DBREALTY,Valor Estate Limited,Unclassified,DBREALTY.NS,INR
DBSTOCKBRO,DB (International) Stock Brokers Limited,Unclassified,DBSTOCKBRO.NS,INR
DCAL,Dishman Carbogen Amcis Limited,Unclassified,DCAL.NS,INR
DCBBANK,DCB Bank Limited,Unclassified,DCBBANK.NS,INR
DCI,Dc Infotech And Communication Limited,Unclassified,DCI.NS,INR
DCM,DCM  Limited,Unclassified,DCM.NS,INR
DCMFINSERV,DCM Financial Services Limited,Unclassified,DCMFINSERV.NS,INR
DCMNVL,DCM Nouvelle Limited,Unclassified,DCMNVL.NS,INR
DCMSHRIRAM,DCM Shriram Limited,Unclassified,DCMSHRIRAM.NS,INR
DCMSIL,DCM Shriram International Limited,Unclassified,DCMSIL.NS,INR
DCMSRIND,DCM Shriram Industries Limited,Unclassified,DCMSRIND.NS,INR
DCW,DCW Limited,Unclassified,DCW.NS,INR
DCXINDIA,DCX Systems Limited,Unclassified,DCXINDIA.NS,INR
DDEVPLSTIK,Ddev Plastiks Industries Limited,Unclassified,DDEVPLSTIK.NS,INR
DECCANCE,Deccan Cements Limited,Unclassified,DECCANCE.NS,INR
DEEDEV,DEE Development Engineers Limited,Unclassified,DEEDEV.NS,INR
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Unclassified,DEEPAKFERT.NS,INR
DEEPAKNTR,Deepak Nitrite Limited,Unclassified,DEEPAKNTR.NS,INR
DEEPINDS,Deep Industries Limited,Unclassified,DEEPINDS.NS,INR
DELHIVERY,Delhivery Limited,Unclassified,DELHIVERY.NS,INR
DELPHIFX,DELPHI WORLD MONEY LIMITED,Unclassified,DELPHIFX.NS,INR
DELTACORP,Delta Corp Limited,Unclassified,DELTACORP.NS,INR
DELTAMAGNT,Delta Manufacturing Limited,Unclassified,DELTAMAGNT.NS,INR
DEN,Den Networks Limited,Unclassified,DEN.NS,INR
DENORA,De Nora India Limited,Unclassified,DENORA.NS,INR
DENTA,Denta Water and Infra Solutions Limited,Unclassified,DENTA.NS,INR
DEVIT,Dev Information Technology Limited,Unclassified,DEVIT.NS,INR
DEVX,Dev Accelerator Limited,Unclassified,DEVX.NS,INR
DEVYANI,Devyani International Limited,Unclassified,DEVYANI.NS,INR
DGCONTENT,Digicontent Limited,Unclassified,DGCONTENT.NS,INR
DHAMPURSUG,Dhampur Sugar Mills Limited,Unclassified,DHAMPURSUG.NS,INR
DHANBANK,Dhanlaxmi Bank Limited,Unclassified,DHANBANK.NS,INR
DHANUKA,Dhanuka Agritech Limited,Unclassified,DHANUKA.NS,INR
DHARAN,DHARAN INFRA-EPC LIMITED,Unclassified,DHARAN.NS,INR
DHARMAJ,Dharmaj Crop Guard Limited,Unclassified,DHARMAJ.NS,INR
DHRUV,Dhruv Consultancy Services Limited,Unclassified,DHRUV.NS,INR
DHUNINV,Dhunseri Investments Limited,Unclassified,DHUNINV.NS,INR
DIACABS,Diamond Power Infrastructure Limited,Unclassified,DIACABS.NS,INR
DIAMINESQ,Diamines & Chemicals Limited,Unclassified,DIAMINESQ.NS,INR
DIAMONDYD,Prataap Snacks Limited,Unclassified,DIAMONDYD.NS,INR
DICIND,DIC India Limited,Unclassified,DICIND.NS,INR
DIFFNKG,Diffusion Engineers Limited,Unclassified,DIFFNKG.NS,INR
DIGIDRIVE,Digidrive Distributors Limited,Unclassified,DIGIDRIVE.NS,INR
DIGISPICE,DiGiSPICE Technologies Limited,Unclassified,DIGISPICE.NS,INR
DIGITIDE,Digitide Solutions Limited,Unclassified,DIGITIDE.NS,INR
DIGJAMLMTD,Digjam Limited,Unclassified,DIGJAMLMTD.NS,INR
DISHTV,Dish TV India Limited,Unclassified,DISHTV.NS,INR
DIVGIITTS,Divgi Torqtransfer Systems Limited,Unclassified,DIVGIITTS.NS,INR
DIVISLAB,Divi's Laboratories Limited,Unclassified,DIVISLAB.NS,INR
DIXON,Dixon Technologies (India) Limited,Unclassified,DIXON.NS,INR
DJML,DJ Mediaprint & Logistics Limited,Unclassified,DJML.NS,INR
DLF,DLF Limited,Unclassified,DLF.NS,INR
DLINKINDIA,D-Link (India) Limited,Unclassified,DLINKINDIA.NS,INR
DMART,Avenue Supermarts Limited,Unclassified,DMART.NS,INR
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Unclassified,DMCC.NS,INR
DNAMEDIA,Diligent Media Corporation Limited,Unclassified,DNAMEDIA.NS,INR
DODLA,Dodla Dairy Limited,Unclassified,DODLA.NS,INR
DOLATALGO,Dolat Algotech Limited,Unclassified,DOLATALGO.NS,INR
DOLLAR,Dollar Industries Limited,Unclassified,DOLLAR.NS,INR
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Unclassified,DOLPHIN.NS,INR
DOMS,DOMS Industries Limited,Unclassified,DOMS.NS,INR
DONEAR,Donear Industries Limited,Unclassified,DONEAR.NS,INR
DPABHUSHAN,D. P. Abhushan Limited,Unclassified,DPABHUSHAN.NS,INR
DPSCLTD,DPSC Limited,Unclassified,DPSCLTD.NS,INR
DPWIRES,D P Wires Limited,Unclassified,DPWIRES.NS,INR
DRCSYSTEMS,DRC Systems India Limited,Unclassified,DRCSYSTEMS.NS,INR
DREAMFOLKS,Dreamfolks Services Limited,Unclassified,DREAMFOLKS.NS,INR
DREDGECORP,Dredging Corporation of India Limited,Unclassified,DREDGECORP.NS,INR
DRREDDY,Dr. Reddy's Laboratories Limited,Unclassified,DRREDDY.NS,INR
DSFCL,DCM Shriram Fine Chemicals Limited,Unclassified,DSFCL.NS,INR
DSSL,Dynacons Systems & Solutions Limited,Unclassified,DSSL.NS,INR
DTIL,Dhunseri Tea & Industries Limited,Unclassified,DTIL.NS,INR
DUCON,Ducon Infratechnologies Limited,Unclassified,DUCON.NS,INR
DVL,Dhunseri Ventures Limited,Unclassified,DVL.NS,INR
DWARKESH,Dwarikesh Sugar Industries Limited,Unclassified,DWARKESH.NS,INR
DYCL,Dynamic Cables Limited,Unclassified,DYCL.NS,INR
DYNAMATECH,Dynamatic Technologies Limited,Unclassified,DYNAMATECH.NS,INR
DYNPRO,Dynemic Products Limited,Unclassified,DYNPRO.NS,INR
E2E,E2E Networks Limited,Unclassified,E2E.NS,INR
EASEMYTRIP,Easy Trip Planners Limited,Unclassified,EASEMYTRIP.NS,INR
EBGNG,GNG Electronics Limited,Unclassified,EBGNG.NS,INR
ECLERX,eClerx Services Limited,Unclassified,ECLERX.NS,INR
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,Unclassified,ECOSMOBLTY.NS,INR
EDELWEISS,Edelweiss Financial Services Limited,Unclassified,EDELWEISS.NS,INR
EFCIL,EFC (I) Limited,Unclassified,EFCIL.NS,INR
EICHERMOT,Eicher Motors Limited,Unclassified,EICHERMOT.NS,INR
EIDPARRY,EID Parry India Limited,Unclassified,EIDPARRY.NS,INR
EIEL,Enviro Infra Engineers Limited,Unclassified,EIEL.NS,INR
EIFFL,Euro India Fresh Foods Limited,Unclassified,EIFFL.NS,INR
EIHAHOTELS,EIH Associated Hotels Limited,Unclassified,EIHAHOTELS.NS,INR
EIHOTEL,EIH Limited,Unclassified,EIHOTEL.NS,INR
EIMCOELECO,Eimco Elecon (India) Limited,Unclassified,EIMCOELECO.NS,INR
EKC,Everest Kanto Cylinder Limited,Unclassified,EKC.NS,INR
ELDEHSG,Eldeco Housing And Industries Limited,Unclassified,ELDEHSG.NS,INR
ELECON,Elecon Engineering Company Limited,Unclassified,ELECON.NS,INR
ELECTCAST,Electrosteel Castings Limited,Unclassified,ELECTCAST.NS,INR
ELECTHERM,Electrotherm (India) Limited,Unclassified,ELECTHERM.NS,INR
ELGIEQUIP,Elgi Equipments Limited,Unclassified,ELGIEQUIP.NS,INR
ELGIRUBCO,Elgi Rubber Company Limited,Unclassified,ELGIRUBCO.NS,INR
ELIN,Elin Electronics Limited,Unclassified,ELIN.NS,INR
ELLEN,Ellenbarrie Industrial Gases Limited,Unclassified,ELLEN.NS,INR
EMAMILTD,Emami Limited,Unclassified,EMAMILTD.NS,INR
EMAMIPAP,Emami Paper Mills Limited,Unclassified,EMAMIPAP.NS,INR
EMAMIREAL,Emami Realty Limited,Unclassified,EMAMIREAL.NS,INR
EMBDL,Embassy Developments Limited,Unclassified,EMBDL.NS,INR
EMCURE,Emcure Pharmaceuticals Limited,Unclassified,EMCURE.NS,INR
EMIL,Electronics Mart India Limited,Unclassified,EMIL.NS,INR
EMKAY,Emkay Global Financial Services Limited,Unclassified,EMKAY.NS,INR
EMMBI,Emmbi Industries Limited,Unclassified,EMMBI.NS,INR
EMMVEE,Emmvee Photovoltaic Power Limited,Unclassified,EMMVEE.NS,INR
EMSLIMITED,EMS Limited,Unclassified,EMSLIMITED.NS,INR
EMUDHRA,eMudhra Limited,Unclassified,EMUDHRA.NS,INR
ENDURANCE,Endurance Technologies Limited,Unclassified,ENDURANCE.NS,INR
ENERGYDEV,Energy Development Company Limited,Unclassified,ENERGYDEV.NS,INR
ENGINERSIN,Engineers India Limited,Unclassified,ENGINERSIN.NS,INR
ENIL,Entertainment Network (India) Limited,Unclassified,ENIL.NS,INR
ENRIN,Siemens Energy India Limited,Unclassified,ENRIN.NS,INR
ENTERO,Entero Healthcare Solutions Limited,Unclassified,ENTERO.NS,INR
EPACK,EPACK Durable Limited,Unclassified,EPACK.NS,INR
EPACKPEB,EPack Prefab Technologies Limited,Unclassified,EPACKPEB.NS,INR
EPIGRAL,Epigral Limited,Unclassified,EPIGRAL.NS,INR
EPL,EPL Limited,Unclassified,EPL.NS,INR
EQUIPPP,Equippp Social Impact Technologies Limited,Unclassified,EQUIPPP.NS,INR
EQUITASBNK,Equitas Small Finance Bank Limited,Unclassified,EQUITASBNK.NS,INR
ERIS,Eris Lifesciences Limited,Unclassified,ERIS.NS,INR
ESABINDIA,Esab India Limited,Unclassified,ESABINDIA.NS,INR
ESAFSFB,ESAF Small Finance Bank Limited,Unclassified,ESAFSFB.NS,INR
ESCORTS,Escorts Kubota Limited,Unclassified,ESCORTS.NS,INR
ESSARSHPNG,Essar Shipping Limited,Unclassified,ESSARSHPNG.NS,INR
ESSENTIA,Integra Essentia Limited,Unclassified,ESSENTIA.NS,INR
ESTER,Ester Industries Limited,Unclassified,ESTER.NS,INR
ETERNAL,ETERNAL LIMITED,Unclassified,ETERNAL.NS,INR
ETHOSLTD,Ethos Limited,Unclassified,ETHOSLTD.NS,INR
EUREKAFORB,Eureka Forbes Limited,Unclassified,EUREKAFORB.NS,INR
EUROBOND,Euro Panel Products Limited,Unclassified,EUROBOND.NS,INR
EUROPRATIK,Euro Pratik Sales Limited,Unclassified,EUROPRATIK.NS,INR
EUROTEXIND,Eurotex Industries and Exports Limited,Unclassified,EUROTEXIND.NS,INR
EVEREADY,Eveready Industries India Limited,Unclassified,EVEREADY.NS,INR
EVERESTIND,Everest Industries Limited,Unclassified,EVERESTIND.NS,INR
EXCEL,Excel Realty N Infra Limited,Unclassified,EXCEL.NS,INR
EXCELINDUS,Excel Industries Limited,Unclassified,EXCELINDUS.NS,INR
EXCELSOFT,Excelsoft Technologies Limited,Unclassified,EXCELSOFT.NS,INR
EXICOM,Exicom Tele-Systems Limited,Unclassified,EXICOM.NS,INR
EXIDEIND,Exide Industries Limited,Unclassified,EXIDEIND.NS,INR
EXPLEOSOL,Expleo Solutions Limited,Unclassified,EXPLEOSOL.NS,INR
EXXARO,Exxaro Tiles Limited,Unclassified,EXXARO.NS,INR
FABTECH,Fabtech Technologies Limited,Unclassified,FABTECH.NS,INR
FACT,Fertilizers and Chemicals Travancore Limited,Unclassified,FACT.NS,INR
FAIRCHEMOR,Fairchem Organics Limited,Unclassified,FAIRCHEMOR.NS,INR
FAZE3Q,Faze Three Limited,Unclassified,FAZE3Q.NS,INR
FCL,Fineotex Chemical Limited,Unclassified,FCL.NS,INR
FCSSOFT,FCS Software Solutions Limited,Unclassified,FCSSOFT.NS,INR
FDC,FDC Limited,Unclassified,FDC.NS,INR
FEDERALBNK,The Federal Bank  Limited,Unclassified,FEDERALBNK.NS,INR
FEDFINA,Fedbank Financial Services Limited,Unclassified,FEDFINA.NS,INR
FEL,Future Enterprises Limited,Unclassified,FEL.NS,INR
FELDVR,Future Enterprises Limited,Unclassified,FELDVR.NS,INR
FIBERWEB,Fiberweb (India) Limited,Unclassified,FIBERWEB.NS,INR
FIEMIND,Fiem Industries Limited,Unclassified,FIEMIND.NS,INR
FILATEX,Filatex India Limited,Unclassified,FILATEX.NS,INR
FILATFASH,Filatex Fashions Limited,Unclassified,FILATFASH.NS,INR
FINCABLES,Finolex Cables Limited,Unclassified,FINCABLES.NS,INR
FINEORG,Fine Organic Industries Limited,Unclassified,FINEORG.NS,INR
FINKURVE,Finkurve Financial Services Limited,Unclassified,FINKURVE.NS,INR
FINOPB,Fino Payments Bank Limited,Unclassified,FINOPB.NS,INR
FINPIPE,Finolex Industries Limited,Unclassified,FINPIPE.NS,INR
FIRSTCRY,Brainbees Solutions Limited,Unclassified,FIRSTCRY.NS,INR
FISCHER,Fischer Medical Ventures Limited,Unclassified,FISCHER.NS,INR
FIVESTAR,Five-Star Business Finance Limited,Unclassified,FIVESTAR.NS,INR
FLAIR,Flair Writing Industries Limited,Unclassified,FLAIR.NS,INR
FLEXITUFF,Flexituff Ventures International Limited,Unclassified,FLEXITUFF.NS,INR
FLFL,Future Lifestyle Fashions Limited,Unclassified,FLFL.NS,INR
FLUOROCHEM,Gujarat Fluorochemicals Limited,Unclassified,FLUOROCHEM.NS,INR
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Unclassified,FMGOETZE.NS,INR
FMNL,Future Market Networks Limited,Unclassified,FMNL.NS,INR
FOCUS,Focus Lighting and Fixtures Limited,Unclassified,FOCUS.NS,INR
FOODSIN,Foods & Inns Limited,Unclassified,FOODSIN.NS,INR
FORCEMOT,FORCE MOTORS LTD,Unclassified,FORCEMOT.NS,INR
FORTIS,Fortis Healthcare Limited,Unclassified,FORTIS.NS,INR
FOSECOIND,Foseco India Limited,Unclassified,FOSECOIND.NS,INR
FRACTAL,Fractal Analytics Limited,Unclassified,FRACTAL.NS,INR
FSL,Firstsource Solutions Limited,Unclassified,FSL.NS,INR
FUSION,Fusion Finance Limited,Unclassified,FUSION.NS,INR
GABRIEL,Gabriel India Limited,Unclassified,GABRIEL.NS,INR
GAEL,Gujarat Ambuja Exports Limited,Unclassified,GAEL.NS,INR
GAIL,GAIL (India) Limited,Unclassified,GAIL.NS,INR
GALAPREC,Gala Precision Engineering Limited,Unclassified,GALAPREC.NS,INR
GALAXYSURF,Galaxy Surfactants Limited,Unclassified,GALAXYSURF.NS,INR
GALLANTT,Gallantt Ispat Limited,Unclassified,GALLANTT.NS,INR
GANDHAR,Gandhar Oil Refinery (India) Limited,Unclassified,GANDHAR.NS,INR
GANDHITUBE,Gandhi Special Tubes Limited,Unclassified,GANDHITUBE.NS,INR
GANECOS,Ganesha Ecosphere Limited,Unclassified,GANECOS.NS,INR
GANESHBE,Ganesh Benzoplast Limited,Unclassified,GANESHBE.NS,INR
GANESHCP,Ganesh Consumer Products Limited,Unclassified,GANESHCP.NS,INR
GANESHHOU,GANESH HOUSING LIMITED,Unclassified,GANESHHOU.NS,INR
GANGAFORGE,Ganga Forging Limited,Unclassified,GANGAFORGE.NS,INR
GANGESSECU,Ganges Securities Limited,Unclassified,GANGESSECU.NS,INR
GARFIBRES,Garware Technical Fibres Limited,Unclassified,GARFIBRES.NS,INR
GARUDA,Garuda Construction and Engineering Limited,Unclassified,GARUDA.NS,INR
GATECH,GACM Technologies Limited,Unclassified,GATECH.NS,INR
GATECHDVR,GACM Technologies Limited,Unclassified,GATECHDVR.NS,INR
GATEWAY,Gateway Distriparks Limited,Unclassified,GATEWAY.NS,INR
GAUDIUMIVF,Gaudium IVF and Women Health Limited,Unclassified,GAUDIUMIVF.NS,INR
GAYAHWS,Gayatri Highways Limited,Unclassified,GAYAHWS.NS,INR
GCSL,Gretex Corporate Services Limited,Unclassified,GCSL.NS,INR
GEECEE,GeeCee Ventures Limited,Unclassified,GEECEE.NS,INR
GEEKAYWIRE,Geekay Wires Limited,Unclassified,GEEKAYWIRE.NS,INR
GEMAROMA,Gem Aromatics Limited,Unclassified,GEMAROMA.NS,INR
GENCON,Generic Engineering Construction and Projects Limited,Unclassified,GENCON.NS,INR
GENESYS,Genesys International Corporation Limited,Unclassified,GENESYS.NS,INR
GENUSPAPER,Genus Paper & Boards Limited,Unclassified,GENUSPAPER.NS,INR
GENUSPOWER,Genus Power Infrastructures Limited,Unclassified,GENUSPOWER.NS,INR
GEOJITFSL,Geojit Financial Services Limited,Unclassified,GEOJITFSL.NS,INR
GESHIP,The Great Eastern Shipping Company Limited,Unclassified,GESHIP.NS,INR
GFLLIMITED,GFL Limited,Unclassified,GFLLIMITED.NS,INR
GHCL,GHCL Limited,Unclassified,GHCL.NS,INR
GHCLTEXTIL,GHCL Textiles Limited,Unclassified,GHCLTEXTIL.NS,INR
GICHSGFIN,GIC Housing Finance Limited,Unclassified,GICHSGFIN.NS,INR
GICL,Globe International Carriers Limited,Unclassified,GICL.NS,INR
GICRE,General Insurance Corporation of India,Unclassified,GICRE.NS,INR
GILLANDERS,Gillanders Arbuthnot & Company Limited,Unclassified,GILLANDERS.NS,INR
GILLETTE,Gillette India Limited,Unclassified,GILLETTE.NS,INR
GINNIFILA,Ginni Filaments Limited,Unclassified,GINNIFILA.NS,INR
GIPCL,Gujarat Industries Power Company Limited,Unclassified,GIPCL.NS,INR
GKENERGY,GK Energy Limited,Unclassified,GKENERGY.NS,INR
GKSL,Gujarat Kidney And Super Speciality Limited,Unclassified,GKSL.NS,INR
GKWLIMITED,GKW Limited,Unclassified,GKWLIMITED.NS,INR
GLAND,Gland Pharma Limited,Unclassified,GLAND.NS,INR
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Unclassified,GLAXO.NS,INR
