symbol,company_name,sector,yahoo_symbol,currency
GVPIL,GE Power India Ltd,Unclassified,GVPIL.BO,INR
SHREERAMA,Shree Rama Multi-Tech Ltd,Unclassified,SHREERAMA.BO,INR
MAHLIFE,Mahindra Lifespace Developers Ltd,Unclassified,MAHLIFE.BO,INR
GROARC,Groarc Industries India Ltd,Unclassified,GROARC.BO,INR
VAARAD,Vaarad Ventures Ltd,Unclassified,VAARAD.BO,INR
ZYDUSLIFE,Zydus Lifesciences Ltd,Unclassified,ZYDUSLIFE.BO,INR
SHIVACEM,Shiva Cement Ltd,Unclassified,SHIVACEM.BO,INR
CINEVISTA,Cinevista Ltd,Unclassified,CINEVISTA.BO,INR
INTENTECH,Intense Technologies Ltd,Unclassified,INTENTECH.BO,INR
DANLAW,Danlaw Technologies India Ltd,Unclassified,DANLAW.BO,INR
AJANTPHARM,Ajanta Pharma Ltd,Unclassified,AJANTPHARM.BO,INR
CURAA,Cura Technologies Ltd,Unclassified,CURAA.BO,INR
HBPOR,HB Portfolio Ltd,Unclassified,HBPOR.BO,INR
HBESD,HB Estate Developers Ltd,Unclassified,HBESD.BO,INR
AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd,Unclassified,AMBICAAGAR.BO,INR
COMPUSOFT,Compucom Software Ltd,Unclassified,COMPUSOFT.BO,INR
OMNIAX,Omni AXs Software Ltd,Unclassified,OMNIAX.BO,INR
IZMO,IZMO Ltd,Unclassified,IZMO.BO,INR
TVSMOTOR,TVS Motor Company Ltd,Unclassified,TVSMOTOR.BO,INR
MADALA,Madala Holdings Ltd,Unclassified,MADALA.BO,INR
SUBEXLTD,Subex Ltd,Unclassified,SUBEXLTD.BO,INR
TCI,Transport Corporation of India Ltd,Unclassified,TCI.BO,INR
PADMALAYAT,Padmalaya Telefilms Ltd,Unclassified,PADMALAYAT.BO,INR
AKSHOPTFBR,Aksh Optifibre Ltd,Unclassified,AKSHOPTFBR.BO,INR
VIRGOGLOB,Virgo Global Ltd,Unclassified,VIRGOGLOB.BO,INR
PICTUREHS,Picturehouse Media Ltd,Unclassified,PICTUREHS.BO,INR
TRIVENI,Triveni Engineering & Industries Ltd,Unclassified,TRIVENI.BO,INR
MUKTAARTS,Mukta Arts Ltd,Unclassified,MUKTAARTS.BO,INR
HITKITGLO,Hit Kit Global Solutions Ltd,Unclassified,HITKITGLO.BO,INR
NAGPI,Nagpur Power & Industries Ltd,Unclassified,NAGPI.BO,INR
DSSL,Dynacons Systems & Solutions Ltd,Unclassified,DSSL.BO,INR
PNBGILTS,PNB Gilts Ltd,Unclassified,PNBGILTS.BO,INR
BCG,Brightcom Group Ltd,Unclassified,BCG.BO,INR
RAMCOIND,Ramco Industries Ltd,Unclassified,RAMCOIND.BO,INR
RAMCOSYS,Ramco Systems Ltd,Unclassified,RAMCOSYS.BO,INR
TTML,Tata Teleservices (Maharashtra) Ltd,Unclassified,TTML.BO,INR
VIRINCHI,Virinchi Ltd,Unclassified,VIRINCHI.BO,INR
WEPSOLN,WEP Solutions Ltd,Unclassified,WEPSOLN.BO,INR
STLTECH,Sterlite Technologies Ltd,Unclassified,STLTECH.BO,INR
TIPSMUSIC,Tips Music Ltd,Unclassified,TIPSMUSIC.BO,INR
UMIYA-MRO,Umiya Buildcon Ltd,Unclassified,UMIYA-MRO.BO,INR
UNIVARTS,Universal Arts Ltd,Unclassified,UNIVARTS.BO,INR
FIRSTFIN,First Fintec Ltd,Unclassified,FIRSTFIN.BO,INR
BABA,Baba Arts Ltd,Unclassified,BABA.BO,INR
BALAJITELE,Balaji Telefilms Ltd,Unclassified,BALAJITELE.BO,INR
TYCHE,Tyche Industries Ltd,Unclassified,TYCHE.BO,INR
CALSOFT,California Software Company Ltd,Unclassified,CALSOFT.BO,INR
PNC,Pritish Nandy Communications Ltd,Unclassified,PNC.BO,INR
IOB,Indian Overseas Bank,Unclassified,IOB.BO,INR
TAJGVK,Taj Gvk Hotels & Resorts Ltd,Unclassified,TAJGVK.BO,INR
CREATIVEYE,Creative Eye Ltd,Unclassified,CREATIVEYE.BO,INR
AXISCADES,Axiscades Technologies Ltd,Unclassified,AXISCADES.BO,INR
KONNDOR,Konndor Industries Ltd,Unclassified,KONNDOR.BO,INR
UMESLTD,Usha Martin Education & Solutions Ltd,Unclassified,UMESLTD.BO,INR
BSOFT,Birlasoft Ltd,Unclassified,BSOFT.BO,INR
USGTECH,USG Tech Solutions Ltd,Unclassified,USGTECH.BO,INR
7TEC,Saven Technologies Ltd,Unclassified,7TEC.BO,INR
AVANTEL,Avantel Ltd,Unclassified,AVANTEL.BO,INR
MOSCHIP,Moschip Technologies Ltd,Unclassified,MOSCHIP.BO,INR
SIGMAADV,Sigma Advanced Systems Ltd,Unclassified,SIGMAADV.BO,INR
TRANSCOR,Transcorp International Ltd,Unclassified,TRANSCOR.BO,INR
CEREBRAINT,Cerebra Integrated Technologies Ltd,Unclassified,CEREBRAINT.BO,INR
NEXTMEDIA,Next Mediaworks Ltd,Unclassified,NEXTMEDIA.BO,INR
SMARTLINK,Smartlink Holdings Ltd,Unclassified,SMARTLINK.BO,INR
GODREJCP,Godrej Consumer Products Ltd,Unclassified,GODREJCP.BO,INR
GENUSPRIME,Genus Prime Infra Ltd,Unclassified,GENUSPRIME.BO,INR
BFUTILITIE,BF Utilities Ltd,Unclassified,BFUTILITIE.BO,INR
UNITDSPR,United Spirits Ltd,Unclassified,UNITDSPR.BO,INR
SANINFRA,Sanmit Infra Ltd,Unclassified,SANINFRA.BO,INR
OLECTRA,Olectra Greentech Ltd,Unclassified,OLECTRA.BO,INR
MPSLTD,MPS Ltd,Unclassified,MPSLTD.BO,INR
CERA,Cera Sanitaryware Ltd,Unclassified,CERA.BO,INR
TSPIRITUAL,T Spiritual World Ltd,Unclassified,TSPIRITUAL.BO,INR
BHARTIARTL,Bharti Airtel Ltd,Unclassified,BHARTIARTL.BO,INR
SHALIWIR,Shalimar Wires Industries Ltd,Unclassified,SHALIWIR.BO,INR
COMPINFO,Compuage Infocom Ltd,Unclassified,COMPINFO.BO,INR
GULPOLY,Gulshan Polyols Ltd,Unclassified,GULPOLY.BO,INR
PONNIERODE,Ponni Sugars (Erode) Ltd,Unclassified,PONNIERODE.BO,INR
PNB,Punjab National Bank,Unclassified,PNB.BO,INR
OFSS,Oracle Financial Services Software Ltd,Unclassified,OFSS.BO,INR
HAZOOR,Hazoor Multi Projects Ltd,Unclassified,HAZOOR.BO,INR
KAMAHOLD,Kama Holdings Ltd,Unclassified,KAMAHOLD.BO,INR
MPFSL,Mather and Platt Fire Systems Ltd,Unclassified,MPFSL.BO,INR
APTECHT,Aptech Ltd,Unclassified,APTECHT.BO,INR
UNIONBANK,Union Bank of India,Unclassified,UNIONBANK.BO,INR
UBL,United Breweries Ltd,Unclassified,UBL.BO,INR
NOIDATOLL,Noida Toll Bridge Company Ltd,Unclassified,NOIDATOLL.BO,INR
GRANULES,Granules India Ltd,Unclassified,GRANULES.BO,INR
CANBK,Canara Bank,Unclassified,CANBK.BO,INR
BLIL,Balmer Lawrie Investments Ltd,Unclassified,BLIL.BO,INR
POKARNA,Pokarna Ltd,Unclassified,POKARNA.BO,INR
DIVISLAB,Divis Laboratories Ltd,Unclassified,DIVISLAB.BO,INR
ASTRAMICRO,Astra Microwave Products Ltd,Unclassified,ASTRAMICRO.BO,INR
RADICO,Radico Khaitan Ltd,Unclassified,RADICO.BO,INR
MARUTI,Maruti Suzuki India Ltd,Unclassified,MARUTI.BO,INR
RAJPALAYAM,Rajapalayam Mills Ltd,Unclassified,RAJPALAYAM.BO,INR
NAVINFLUOR,Navin Fluorine International Ltd,Unclassified,NAVINFLUOR.BO,INR
UCOBANK,UCO Bank,Unclassified,UCOBANK.BO,INR
BAGFILMS,B.A.G. Films and Media Ltd,Unclassified,BAGFILMS.BO,INR
JSL,Jindal Stainless Ltd,Unclassified,JSL.BO,INR
SUPRAJIT,Suprajit Engineering Ltd,Unclassified,SUPRAJIT.BO,INR
TVSELECT,TVS Electronics Ltd,Unclassified,TVSELECT.BO,INR
IGL,Indraprastha Gas Ltd,Unclassified,IGL.BO,INR
TVTODAY,TV Today Network Ltd,Unclassified,TVTODAY.BO,INR
PALREDTEC,Palred Technologies Ltd,Unclassified,PALREDTEC.BO,INR
PETRONET,Petronet LNG Ltd,Unclassified,PETRONET.BO,INR
BIOCON,Biocon Ltd,Unclassified,BIOCON.BO,INR
PTC,PTC India Ltd,Unclassified,PTC.BO,INR
MAHABANK,Bank of Maharashtra,Unclassified,MAHABANK.BO,INR
RKFORGE,Ramkrishna Forgings Ltd,Unclassified,RKFORGE.BO,INR
DATAMATICS,Datamatics Global Services Ltd,Unclassified,DATAMATICS.BO,INR
NDTV,New Delhi Television Ltd,Unclassified,NDTV.BO,INR
STAR,Strides Pharma Science Ltd,Unclassified,STAR.BO,INR
ULTRACEMCO,UltraTech Cement Ltd,Unclassified,ULTRACEMCO.BO,INR
UNOMINDA,UNO Minda Ltd,Unclassified,UNOMINDA.BO,INR
TCS,Tata Consultancy Services Ltd,Unclassified,TCS.BO,INR
COFORGE,Coforge Ltd,Unclassified,COFORGE.BO,INR
GULFPETRO,GP Petroleums Ltd,Unclassified,GULFPETRO.BO,INR
CENTURYPLY,Century Plyboards (India) Ltd,Unclassified,CENTURYPLY.BO,INR
WELENT,Welspun Enterprises Ltd,Unclassified,WELENT.BO,INR
NTPC,NTPC Ltd,Unclassified,NTPC.BO,INR
SALSTEEL,S.A.L. Steel Ltd,Unclassified,SALSTEEL.BO,INR
JBMA,JBM Auto Ltd,Unclassified,JBMA.BO,INR
DWARKESH,Dwarikesh Sugar Industries Ltd,Unclassified,DWARKESH.BO,INR
INDOCO,Indoco Remedies Ltd,Unclassified,INDOCO.BO,INR
VIPCLOTHNG,VIP Clothing Ltd,Unclassified,VIPCLOTHNG.BO,INR
IMPEXFERRO,Impex Ferro Tech Ltd,Unclassified,IMPEXFERRO.BO,INR
XCHANGING,Xchanging Solutions Ltd,Unclassified,XCHANGING.BO,INR
MORARJEE,Morarjee Textiles Ltd,Unclassified,MORARJEE.BO,INR
JINDALPHOT,Jindal Photo Ltd,Unclassified,JINDALPHOT.BO,INR
POCL,Pondy Oxides & Chemicals Ltd,Unclassified,POCL.BO,INR
JPPOWER,Jaiprakash Power Ventures Ltd,Unclassified,JPPOWER.BO,INR
3IINFOLTD,3i Infotech Ltd,Unclassified,3IINFOLTD.BO,INR
GOKEX,Gokaldas Exports Ltd,Unclassified,GOKEX.BO,INR
ALLDIGI,Alldigi Tech Ltd,Unclassified,ALLDIGI.BO,INR
IIFL,IIFL Finance Ltd,Unclassified,IIFL.BO,INR
MANGALAM,Mangalam Drugs & Organics Ltd,Unclassified,MANGALAM.BO,INR
SHOPERSTOP,Shoppers Stop Ltd,Unclassified,SHOPERSTOP.BO,INR
CYBERMEDIA,Cyber Media India Ltd,Unclassified,CYBERMEDIA.BO,INR
NDL,Nandan Denim Ltd,Unclassified,NDL.BO,INR
JSWHL,JSW Holdings Ltd,Unclassified,JSWHL.BO,INR
JKCEMENT,JK Cement Ltd,Unclassified,JKCEMENT.BO,INR
BEEYU,Beeyu Overseas Ltd,Unclassified,BEEYU.BO,INR
YESBANK,Yes Bank Ltd,Unclassified,YESBANK.BO,INR
NECLIFE,Nectar Lifesciences Ltd,Unclassified,NECLIFE.BO,INR
MSPL,MSP Steel & Power Ltd,Unclassified,MSPL.BO,INR
SPLIL,SPL Industries Ltd,Unclassified,SPLIL.BO,INR
KTKBANK,Karnataka Bank Ltd,Unclassified,KTKBANK.BO,INR
MCLEODRUSS,Mcleod Russel India Ltd,Unclassified,MCLEODRUSS.BO,INR
FACORALL,Facor Alloys Ltd,Unclassified,FACORALL.BO,INR
VIVIMEDLAB,Vivimed Labs Ltd,Unclassified,VIVIMEDLAB.BO,INR
RML,Rane (Madras) Ltd,Unclassified,RML.BO,INR
HTMEDIA,HT Media Ltd,Unclassified,HTMEDIA.BO,INR
SASKEN,Sasken Technologies Ltd,Unclassified,SASKEN.BO,INR
FCSSOFT,FCS Software Solutions Ltd,Unclassified,FCSSOFT.BO,INR
SUZLON,Suzlon Energy Ltd,Unclassified,SUZLON.BO,INR
AURIONPRO,Aurionpro Solutions Ltd,Unclassified,AURIONPRO.BO,INR
RENUKA,Shree Renuka Sugars Ltd,Unclassified,RENUKA.BO,INR
KMSUGAR,K M Sugar Mills Ltd,Unclassified,KMSUGAR.BO,INR
BASML,Bannari Amman Spinning Mills Ltd,Unclassified,BASML.BO,INR
PBAINFRA,PBA Infrastructure Ltd,Unclassified,PBAINFRA.BO,INR
AIAENG,AIA Engineering Ltd,Unclassified,AIAENG.BO,INR
EKC,Everest Kanto Cylinder Ltd,Unclassified,EKC.BO,INR
KERNEX,Kernex Microsystems India Ltd,Unclassified,KERNEX.BO,INR
REPRO,Repro India Ltd,Unclassified,REPRO.BO,INR
PVRINOX,PVR Inox Ltd,Unclassified,PVRINOX.BO,INR
ASMS,Bartronics India Ltd,Unclassified,ASMS.BO,INR
CELEBRITY,Celebrity Fashions Ltd,Unclassified,CELEBRITY.BO,INR
NITINSPIN,Nitin Spinners Ltd,Unclassified,NITINSPIN.BO,INR
ROHLTD,Royal Orchid Hotels Ltd,Unclassified,ROHLTD.BO,INR
ENIL,Entertainment Network (India) Ltd,Unclassified,ENIL.BO,INR
CELLA,Cella Space Ltd,Unclassified,CELLA.BO,INR
GSPL,Gujarat State Petronet Ltd,Unclassified,GSPL.BO,INR
JAGRAN,Jagran Prakashan Ltd,Unclassified,JAGRAN.BO,INR
DYNPRO,Dynemic Products Ltd,Unclassified,DYNPRO.BO,INR
GVKPIL,GVK Power & Infrastructure Ltd,Unclassified,GVKPIL.BO,INR
SADBHAV,Sadbhav Engineering Ltd,Unclassified,SADBHAV.BO,INR
RCOM,Reliance Communications Ltd,Unclassified,RCOM.BO,INR
SAKUMA,Sakuma Exports Ltd,Unclassified,SAKUMA.BO,INR
KEC,KEC International Ltd,Unclassified,KEC.BO,INR
GILLANDERS,Gillanders Arbuthnot & Company Ltd,Unclassified,GILLANDERS.BO,INR
INDOTECH,Indo Tech Transformers Ltd,Unclassified,INDOTECH.BO,INR
BLKASHYAP,B. L. Kashyap and Sons Ltd,Unclassified,BLKASHYAP.BO,INR
M&MFIN,Mahindra & Mahindra Financial Services Ltd,Unclassified,M&MFIN.BO,INR
VISASTEEL,Visa Steel Ltd,Unclassified,VISASTEEL.BO,INR
NITCO,Nitco Ltd,Unclassified,NITCO.BO,INR
MPDL,MPDL Ltd,Unclassified,MPDL.BO,INR
SOLARINDS,Solar Industries India Ltd,Unclassified,SOLARINDS.BO,INR
GALLANTT,Gallantt Ispat Ltd,Unclassified,GALLANTT.BO,INR
MALUPAPER,Malu Paper Mills Ltd,Unclassified,MALUPAPER.BO,INR
UTTAMSUGAR,Uttam Sugar Mills Ltd,Unclassified,UTTAMSUGAR.BO,INR
SGL,STL Global Ltd,Unclassified,SGL.BO,INR
KKCL,Kewal Kiran Clothing Ltd,Unclassified,KKCL.BO,INR
SUNTV,Sun TV Network Ltd,Unclassified,SUNTV.BO,INR
GPIL,Godawari Power and Ispat Ltd,Unclassified,GPIL.BO,INR
RSYSTEMS,R Systems International Ltd,Unclassified,RSYSTEMS.BO,INR
EMKAY,Emkay Global Financial Services Ltd,Unclassified,EMKAY.BO,INR
TICL,Twamev Construction And Infrastructure Ltd,Unclassified,TICL.BO,INR
LOKESHMACH,Lokesh Machines Ltd,Unclassified,LOKESHMACH.BO,INR
KAMDHENU,Kamdhenu Ltd,Unclassified,KAMDHENU.BO,INR
PAUSHAKLTD,Paushak Ltd,Unclassified,PAUSHAKLTD.BO,INR
GTNTEX,GTN Textiles Ltd,Unclassified,GTNTEX.BO,INR
PFOCUS,Prime Focus Ltd,Unclassified,PFOCUS.BO,INR
ALLCARGO,Allcargo Logistics Ltd,Unclassified,ALLCARGO.BO,INR
GMRAIRPORT,GMR Airports Ltd,Unclassified,GMRAIRPORT.BO,INR
TECHM,Tech Mahindra Ltd,Unclassified,TECHM.BO,INR
CIEINDIA,CIE Automotive India Ltd,Unclassified,CIEINDIA.BO,INR
VOLTAMP,Voltamp Transformers Ltd,Unclassified,VOLTAMP.BO,INR
ATLANTAA,Atlantaa Ltd,Unclassified,ATLANTAA.BO,INR
HGM,HandsOn Global Management (HGM)Ltd,Unclassified,HGM.BO,INR
ACE,Action Construction Equipment Ltd,Unclassified,ACE.BO,INR
GEECEE,GeeCee Ventures Ltd,Unclassified,GEECEE.BO,INR
FIEMIND,Fiem Industries Ltd,Unclassified,FIEMIND.BO,INR
JHS,JHS Svendgaard Laboratories Ltd,Unclassified,JHS.BO,INR
DCBBANK,DCB Bank Ltd,Unclassified,DCBBANK.BO,INR
GLOBALVECT,Global Vectra Helicorp Ltd,Unclassified,GLOBALVECT.BO,INR
INSPIRISYS,Inspirisys Solutions Ltd,Unclassified,INSPIRISYS.BO,INR
GTLINFRA,GTL Infrastructure Ltd,Unclassified,GTLINFRA.BO,INR
SHIVAMAUTO,Shivam Autotech Ltd,Unclassified,SHIVAMAUTO.BO,INR
NAUKRI,Info Edge (India) Ltd,Unclassified,NAUKRI.BO,INR
TORNTPOWER,Torrent Power Ltd,Unclassified,TORNTPOWER.BO,INR
PARSVNATH,Parsvnath Developers Ltd,Unclassified,PARSVNATH.BO,INR
SUTLEJTEX,Sutlej Textiles and Industries Ltd,Unclassified,SUTLEJTEX.BO,INR
LTFOODS,LT Foods Ltd,Unclassified,LTFOODS.BO,INR
SOBHA,Sobha Ltd,Unclassified,SOBHA.BO,INR
RUCHIRA,Ruchira Papers Ltd,Unclassified,RUCHIRA.BO,INR
TANLA,Tanla Platforms Ltd,Unclassified,TANLA.BO,INR
ZEEMEDIA,Zee Media Corporation Ltd,Unclassified,ZEEMEDIA.BO,INR
SITINET,Siti Networks Ltd,Unclassified,SITINET.BO,INR
LUMAXTECH,Lumax Auto Technologies Ltd,Unclassified,LUMAXTECH.BO,INR
AUTOIND,Autoline Industries Ltd,Unclassified,AUTOIND.BO,INR
NETWORK18,Network 18 Media & Investments Ltd,Unclassified,NETWORK18.BO,INR
HUBTOWN,Hubtown Ltd,Unclassified,HUBTOWN.BO,INR
CTE,Cambridge Technology Enterprises Ltd,Unclassified,CTE.BO,INR
TIIL,Technocraft Industries (India) Ltd,Unclassified,TIIL.BO,INR
REDINGTON,Redington Ltd,Unclassified,REDINGTON.BO,INR
AICHAMP,AI Champdany Industries Ltd,Unclassified,AICHAMP.BO,INR
CINELINE,Cineline India Ltd,Unclassified,CINELINE.BO,INR
PGIL,Pearl Global Industries Ltd,Unclassified,PGIL.BO,INR
FSL,Firstsource Solutions Ltd,Unclassified,FSL.BO,INR
PFC,Power Finance Corporation Ltd,Unclassified,PFC.BO,INR
AHLUCONT,Ahluwalia Contracts (India) Ltd,Unclassified,AHLUCONT.BO,INR
TFL,Transwarranty Finance Ltd,Unclassified,TFL.BO,INR
INDIANB,Indian Bank,Unclassified,INDIANB.BO,INR
SMSPHARMA,SMS Pharmaceuticals Ltd,Unclassified,SMSPHARMA.BO,INR
ORIENTALTL,Oriental Trimex Ltd,Unclassified,ORIENTALTL.BO,INR
ELAND,E-Land Apparel Ltd,Unclassified,ELAND.BO,INR
IDEA,Vodafone Idea Ltd,Unclassified,IDEA.BO,INR
JAGJANANI,Jagjanani Textiles Ltd,Unclassified,JAGJANANI.BO,INR
RAJTV,Raj Television Network Ltd,Unclassified,RAJTV.BO,INR
PAGEIND,Page Industries Ltd,Unclassified,PAGEIND.BO,INR
AMDIND,AMD Industries Ltd,Unclassified,AMDIND.BO,INR
LEHAR,Lehar Footwears Ltd,Unclassified,LEHAR.BO,INR
ASTRAL,Astral Ltd,Unclassified,ASTRAL.BO,INR
EMBDL,Embassy Developments Ltd,Unclassified,EMBDL.BO,INR
CAMLINFINE,Camlin Fine Sciences Ltd,Unclassified,CAMLINFINE.BO,INR
ICRA,ICRA Ltd,Unclassified,ICRA.BO,INR
DISHTV,Dish TV India Ltd,Unclassified,DISHTV.BO,INR
SAHYADRI,Sahyadri Industries Ltd,Unclassified,SAHYADRI.BO,INR
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,Unclassified,SRHHYPOLTD.BO,INR
FORTIS,Fortis Healthcare Ltd,Unclassified,FORTIS.BO,INR
TGBHOTELS,TGB Banquets and Hotels Ltd,Unclassified,TGBHOTELS.BO,INR
HILTON,Hilton Metal Forging Ltd,Unclassified,HILTON.BO,INR
DELTACORP,Delta Corp Ltd,Unclassified,DELTACORP.BO,INR
MICEL,MIC Electronics Ltd,Unclassified,MICEL.BO,INR
INSECTICID,Insecticides (India) Ltd,Unclassified,INSECTICID.BO,INR
ASAHISONG,Asahi Songwon Colors Ltd,Unclassified,ASAHISONG.BO,INR
HARYNACAP,Haryana Capfin Ltd,Unclassified,HARYNACAP.BO,INR
TIMETECHNO,Time Technoplast Ltd,Unclassified,TIMETECHNO.BO,INR
HGS,Hinduja Global Solutions Ltd,Unclassified,HGS.BO,INR
NELCAST,Nelcast Ltd,Unclassified,NELCAST.BO,INR
V2RETAIL,V2 Retail Ltd,Unclassified,V2RETAIL.BO,INR
DLF,DLF Ltd,Unclassified,DLF.BO,INR
TARMAT,Tarmat Ltd,Unclassified,TARMAT.BO,INR
ANKITMETAL,Ankit Metal & Power Ltd,Unclassified,ANKITMETAL.BO,INR
SPARC,Sun Pharma Advanced Research Company Ltd,Unclassified,SPARC.BO,INR
ADSL,Allied Digital Services Ltd,Unclassified,ADSL.BO,INR
ALPA,Alpa Laboratories Ltd,Unclassified,ALPA.BO,INR
SSLEL,Sir Shadi Lal Enterprises Ltd,Unclassified,SSLEL.BO,INR
OMAXE,Omaxe Ltd,Unclassified,OMAXE.BO,INR
REFEX,Refex Industries Ltd,Unclassified,REFEX.BO,INR
CENTRALBK,Central Bank of India,Unclassified,CENTRALBK.BO,INR
SELMC,SEL Manufacturing Company Ltd,Unclassified,SELMC.BO,INR
ASIANTILES,Asian Granito India Ltd,Unclassified,ASIANTILES.BO,INR
KPRMILL,K.P.R. Mill Limited,Unclassified,KPRMILL.BO,INR
TAKE,Take Solutions Ltd,Unclassified,TAKE.BO,INR
PURVA,Puravankara Ltd,Unclassified,PURVA.BO,INR
MOTILALOFS,Motilal Oswal Financial Services Ltd,Unclassified,MOTILALOFS.BO,INR
VTMLTD,VTM Ltd,Unclassified,VTMLTD.BO,INR
INDOWIND,Indowind Energy Ltd,Unclassified,INDOWIND.BO,INR
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,Unclassified,NAGREEKCAP.BO,INR
MAGNUM,Magnum Ventures Ltd,Unclassified,MAGNUM.BO,INR
POWERGRID,Power Grid Corporation of India Ltd,Unclassified,POWERGRID.BO,INR
KSCL,Kaveri Seed Company Ltd,Unclassified,KSCL.BO,INR
PAISALO,Paisalo Digital Ltd,Unclassified,PAISALO.BO,INR
CCCL,Consolidated Construction Consortium Ltd,Unclassified,CCCL.BO,INR
SUPREMEINF,Supreme Infrastructure India Ltd,Unclassified,SUPREMEINF.BO,INR
MAANALU,Maan Aluminium Ltd,Unclassified,MAANALU.BO,INR
IL&FSENGG,IL&FS Engineering and Construction Company Ltd,Unclassified,IL&FSENGG.BO,INR
PARLEIND,Parle Industries Ltd,Unclassified,PARLEIND.BO,INR
RELIGARE,Religare Enterprises Ltd,Unclassified,RELIGARE.BO,INR
BVCL,Barak Valley Cements Ltd,Unclassified,BVCL.BO,INR
RATHIBAR,Rathi Bars Ltd,Unclassified,RATHIBAR.BO,INR
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Unclassified,ADANIPORTS.BO,INR
EDELWEISS,Edelweiss Financial Services Ltd,Unclassified,EDELWEISS.BO,INR
RGL,Renaissance Global Ltd,Unclassified,RGL.BO,INR
KOLTEPATIL,Kolte-Patil Developers Ltd,Unclassified,KOLTEPATIL.BO,INR
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,Unclassified,KAUSHALYA.BO,INR
JYOTHYLAB,Jyothy Labs Ltd,Unclassified,JYOTHYLAB.BO,INR
ECLERX,eClerx Services Ltd,Unclassified,ECLERX.BO,INR
TARIL,Transformers and Rectifiers (India) Ltd,Unclassified,TARIL.BO,INR
BRIGADE,Brigade Enterprises Ltd,Unclassified,BRIGADE.BO,INR
BGRENERGY,BGR Energy Systems Ltd,Unclassified,BGRENERGY.BO,INR
MANAKSIA,Manaksia Ltd,Unclassified,MANAKSIA.BO,INR
PORWAL,Porwal Auto Components Ltd,Unclassified,PORWAL.BO,INR
PPAP,PPAP Automotive Ltd,Unclassified,PPAP.BO,INR
ARIES,Aries Agro Ltd,Unclassified,ARIES.BO,INR
KUANTUM,Kuantum Papers Ltd,Unclassified,KUANTUM.BO,INR
RPOWER,Reliance Power Ltd,Unclassified,RPOWER.BO,INR
JKIL,J. Kumar Infraprojects Ltd,Unclassified,JKIL.BO,INR
CORDSCABLE,Cords Cable Industries Ltd,Unclassified,CORDSCABLE.BO,INR
KNRCON,KNR Constructions Ltd,Unclassified,KNRCON.BO,INR
ONMOBILE,OnMobile Global Ltd,Unclassified,ONMOBILE.BO,INR
SEPC,SEPC Ltd,Unclassified,SEPC.BO,INR
BANG,Bang Overseas Ltd,Unclassified,BANG.BO,INR
IRB,IRB Infrastructure Developers Ltd,Unclassified,IRB.BO,INR
GSS,GSS Infotech Ltd,Unclassified,GSS.BO,INR
NAHARCAP,Nahar Capital and Financial Services Ltd,Unclassified,NAHARCAP.BO,INR
VGUARD,V-Guard Industries Ltd,Unclassified,VGUARD.BO,INR
RECLTD,REC Ltd,Unclassified,RECLTD.BO,INR
GOKAKTEX,Gokak Textiles Ltd,Unclassified,GOKAKTEX.BO,INR
TITAGARH,Titagarh Rail Systems Ltd,Unclassified,TITAGARH.BO,INR
KIRIINDUS,Kiri Industries Ltd,Unclassified,KIRIINDUS.BO,INR
BIRLAMONEY,Aditya Birla Money Ltd,Unclassified,BIRLAMONEY.BO,INR
TELOGICA,Telogica Ltd,Unclassified,TELOGICA.BO,INR
JAIBALAJI,Jai Balaji Industries Ltd,Unclassified,JAIBALAJI.BO,INR
BAJAJ-AUTO,Bajaj Auto Ltd,Unclassified,BAJAJ-AUTO.BO,INR
BAJAJFINSV,Bajaj Finserv Ltd,Unclassified,BAJAJFINSV.BO,INR
GOKUL,Gokul Refoils & Solvent Ltd,Unclassified,GOKUL.BO,INR
RPGLIFE,RPG Life Sciences Ltd,Unclassified,RPGLIFE.BO,INR
SENSEX1,Kotak S&P BSE Sensex ETF,Unclassified,SENSEX1.BO,INR
NIRAJ,Niraj Cement Structurals Ltd,Unclassified,NIRAJ.BO,INR
BAFNAPH,Bafna Pharmaceuticals Ltd,Unclassified,BAFNAPH.BO,INR
CHLLTD,CHL Ltd,Unclassified,CHLLTD.BO,INR
SEJALLTD,Sejal Glass Ltd,Unclassified,SEJALLTD.BO,INR
ARCHIDPLY,Archidply Industries Ltd,Unclassified,ARCHIDPLY.BO,INR
LOTUSEYE,Lotus Eye Hospital And Institute Ltd,Unclassified,LOTUSEYE.BO,INR
SOMICONVEY,Somi Conveyor Beltings Ltd,Unclassified,SOMICONVEY.BO,INR
LGBFORGE,LGB Forge Ltd,Unclassified,LGBFORGE.BO,INR
LPDC,Landmark Property Development Company Ltd,Unclassified,LPDC.BO,INR
SICAGEN,Sicagen India Ltd,Unclassified,SICAGEN.BO,INR
SIMPLXPAP,Simplex Papers Ltd,Unclassified,SIMPLXPAP.BO,INR
20MICRONS,20 Microns Ltd,Unclassified,20MICRONS.BO,INR
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Unclassified,ZFCVINDIA.BO,INR
