symbol,company_name,sector,yahoo_symbol,currency
UNIDT,United Drilling Tools Ltd,Unclassified,UNIDT.BO,INR
FLUIDOM,Fluidomat Ltd,Unclassified,FLUIDOM.BO,INR
WINDMACHIN,Windsor Machines Ltd,Unclassified,WINDMACHIN.BO,INR
SHANTIGEAR,Shanthi Gears Ltd,Unclassified,SHANTIGEAR.BO,INR
MIVENMACH,Miven Machine Tools Ltd,Unclassified,MIVENMACH.BO,INR
HONDAPOWER,Honda India Power Products Ltd,Unclassified,HONDAPOWER.BO,INR
HITECHGEAR,The Hi-Tech Gears Ltd,Unclassified,HITECHGEAR.BO,INR
ELGIEQUIP,Elgi Equipments Ltd,Unclassified,ELGIEQUIP.BO,INR
UVDRHOR,United Van Der Horst Ltd,Unclassified,UVDRHOR.BO,INR
KLBRENG-B,Kilburn Engineering Ltd,Unclassified,KLBRENG-B.BO,INR
BIRLAPREC,Birla Precision Technologies Ltd,Unclassified,BIRLAPREC.BO,INR
YUKEN,Yuken India Ltd,Unclassified,YUKEN.BO,INR
TIMKEN,Timken India Ltd,Unclassified,TIMKEN.BO,INR
VOITHPAPR,Voith Paper Fabrics India Ltd,Unclassified,VOITHPAPR.BO,INR
ARTSON,Artson Ltd,Unclassified,ARTSON.BO,INR
SOLIMAC,Solitaire Machine Tools Ltd,Unclassified,SOLIMAC.BO,INR
DIACABS,Diamond Power Infrastructure Ltd,Unclassified,DIACABS.BO,INR
INDSILHYD,Indsil Hydro Power and Manganese Ltd,Unclassified,INDSILHYD.BO,INR
ITL,ITL Industries Ltd,Unclassified,ITL.BO,INR
FRONTSP,Frontier Springs Ltd,Unclassified,FRONTSP.BO,INR
PRAJIND,Praj Industries Ltd,Unclassified,PRAJIND.BO,INR
RASANDIK,Rasandik Engineering Industries India Ltd,Unclassified,RASANDIK.BO,INR
YOGISUNG,Yogi Sungwon (India) Ltd,Unclassified,YOGISUNG.BO,INR
HLEGLAS,HLE Glascoat Ltd,Unclassified,HLEGLAS.BO,INR
GUJAPOLLO,Gujarat Apollo Industries Ltd,Unclassified,GUJAPOLLO.BO,INR
TANAA,Taneja Aerospace & Aviation Ltd,Unclassified,TANAA.BO,INR
CONART,Conart Engineers Ltd,Unclassified,CONART.BO,INR
MINALIND,Minal Industries Ltd,Unclassified,MINALIND.BO,INR
SHIVAGR,Shivagrico Implements Ltd,Unclassified,SHIVAGR.BO,INR
MMFL,MM Forgings Ltd,Unclassified,MMFL.BO,INR
MAYURUNIQ,Mayur Uniquoters Ltd,Unclassified,MAYURUNIQ.BO,INR
CENLUB,Cenlub Industries Ltd,Unclassified,CENLUB.BO,INR
RAJOOENG,Rajoo Engineers Ltd,Unclassified,RAJOOENG.BO,INR
DOLPHIN,Dolphin Offshore Enterprises (India) Ltd,Unclassified,DOLPHIN.BO,INR
VJLAXMIE,Veejay Lakshmi Engineering Works Ltd,Unclassified,VJLAXMIE.BO,INR
AHMDSTE,Ahmedabad Steelcraft Ltd,Unclassified,AHMDSTE.BO,INR
GVTD,GE Vernova T&D India Ltd,Unclassified,GVTD.BO,INR
RAMRAT,Ram Ratna Wires Ltd,Unclassified,RAMRAT.BO,INR
JAYNECOIND,Jayaswal Neco Industries Ltd,Unclassified,JAYNECOIND.BO,INR
KPIL,Kalpataru Projects International Ltd,Unclassified,KPIL.BO,INR
NMSGLOBAL,NMS Global Ltd,Unclassified,NMSGLOBAL.BO,INR
CANDOUR,Candour Techtex Ltd,Unclassified,CANDOUR.BO,INR
TIGLOB,T & I Global Ltd,Unclassified,TIGLOB.BO,INR
CONTROLPR,Control Print Ltd,Unclassified,CONTROLPR.BO,INR
BEMHY,Bemco Hydraulics Ltd,Unclassified,BEMHY.BO,INR
ANSALBU,Ansal Buildwell Ltd,Unclassified,ANSALBU.BO,INR
WEIZMANIND,Weizmann Ltd,Unclassified,WEIZMANIND.BO,INR
BNRSEC,BN Rathi Securities Ltd,Unclassified,BNRSEC.BO,INR
RISHITECH,Rishi Techtex Ltd,Unclassified,RISHITECH.BO,INR
SINCLAIR,Sinclairs Hotels Ltd,Unclassified,SINCLAIR.BO,INR
SAFARI,Safari Industries India Ltd,Unclassified,SAFARI.BO,INR
ADSDIAG,A D S Diagnostics Ltd,Unclassified,ADSDIAG.BO,INR
ZBINTXPP,Binayak Tex Processors Ltd,Unclassified,ZBINTXPP.BO,INR
JJFINCOR,JJ Finance Corporation Ltd,Unclassified,JJFINCOR.BO,INR
COSMOFE,Cosmo Ferrites Ltd,Unclassified,COSMOFE.BO,INR
CROPSTER,Cropster Agro Ltd,Unclassified,CROPSTER.BO,INR
FUTURSEC,Futuristic Securities Ltd,Unclassified,FUTURSEC.BO,INR
SANCTRN,Sanco Trans Ltd,Unclassified,SANCTRN.BO,INR
THRIVE,Thrive Future Habitats Ltd,Unclassified,THRIVE.BO,INR
EIHAHOTELS,EIH Associated Hotels Ltd,Unclassified,EIHAHOTELS.BO,INR
MEDICAPQ,Medi Caps Ltd,Unclassified,MEDICAPQ.BO,INR
OTCO,OTCO International Ltd,Unclassified,OTCO.BO,INR
MORGANITE,Morganite Crucible India Ltd,Unclassified,MORGANITE.BO,INR
BAPACK,B&A Packaging India Ltd,Unclassified,BAPACK.BO,INR
KOKUYOCMLN,Kokuyo Camlin Ltd,Unclassified,KOKUYOCMLN.BO,INR
SRMENERGY,SRM Energy Ltd,Unclassified,SRMENERGY.BO,INR
BHARATSE,Bharat Seats Ltd,Unclassified,BHARATSE.BO,INR
CONTPTR,Continental Petroleums Ltd,Unclassified,CONTPTR.BO,INR
NBFOOT,NB Footwear Ltd,Unclassified,NBFOOT.BO,INR
MACPLASQ,Machino Plastics Ltd,Unclassified,MACPLASQ.BO,INR
PEARLPOLY,PEARL Polymers Ltd,Unclassified,PEARLPOLY.BO,INR
VENKEYS,Venkys (India) Ltd,Unclassified,VENKEYS.BO,INR
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,Unclassified,ADVANIHOTR.BO,INR
SUPERHOUSE,Superhouse Ltd,Unclassified,SUPERHOUSE.BO,INR
RAMAVISION,Rama Vision Ltd,Unclassified,RAMAVISION.BO,INR
TCPLPACK,TCPL Packaging Ltd,Unclassified,TCPLPACK.BO,INR
SHRIGANG,Shri Gang Industries & Allied Products Ltd,Unclassified,SHRIGANG.BO,INR
PURITY,Purity Flexpack Ltd,Unclassified,PURITY.BO,INR
BALMLAWRIE,Balmer Lawrie & Company Ltd,Unclassified,BALMLAWRIE.BO,INR
KOVAI,Kovai Medical Center & Hospital Ltd,Unclassified,KOVAI.BO,INR
ELDEHSG,Eldeco Housing & Industries Ltd,Unclassified,ELDEHSG.BO,INR
MICROSE,Microse India Ltd,Unclassified,MICROSE.BO,INR
DCMSHRIRAM,DCM Shriram Ltd,Unclassified,DCMSHRIRAM.BO,INR
DCMSRIND,DCM Shriram Industries Ltd,Unclassified,DCMSRIND.BO,INR
MAWANASUG,Mawana Sugars Ltd,Unclassified,MAWANASUG.BO,INR
MINID,Mini Diamonds India Ltd,Unclassified,MINID.BO,INR
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,Unclassified,MAHAPEXLTD.BO,INR
NILKAMAL,Nilkamal Ltd,Unclassified,NILKAMAL.BO,INR
TRITON,Triton Corp Ltd,Unclassified,TRITON.BO,INR
NAHARPOLY,Nahar Polyfilms Ltd,Unclassified,NAHARPOLY.BO,INR
3MINDIA,3M India Ltd,Unclassified,3MINDIA.BO,INR
BOSCH-HCIL,Bosch Home Comfort India Ltd,Unclassified,BOSCH-HCIL.BO,INR
JMFINANCIL,JM Financial Ltd,Unclassified,JMFINANCIL.BO,INR
ADCINDIA,ADC India Communications Ltd,Unclassified,ADCINDIA.BO,INR
TNTELE,Tamilnadu Telecommunications Ltd,Unclassified,TNTELE.BO,INR
SUNRAJDI,Sunraj Diamond Exports Ltd,Unclassified,SUNRAJDI.BO,INR
RIIL,Reliance Industrial Infrastructure Ltd,Unclassified,RIIL.BO,INR
SHARP,Sharp India Ltd,Unclassified,SHARP.BO,INR
LINDEINDIA,Linde India Ltd,Unclassified,LINDEINDIA.BO,INR
INDBNK,Ind Bank Housing Ltd,Unclassified,INDBNK.BO,INR
JAIMATAG,Jai Mata Glass Ltd,Unclassified,JAIMATAG.BO,INR
LOTUSCHO,Lotus Chocolate Company Ltd,Unclassified,LOTUSCHO.BO,INR
PACIFICI,Pacific Industries Ltd,Unclassified,PACIFICI.BO,INR
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd,Unclassified,CMMHOSP.BO,INR
UNIOFFICE,Universal Office Automation Ltd,Unclassified,UNIOFFICE.BO,INR
APMIN,APM Industries Ltd,Unclassified,APMIN.BO,INR
PRECWIRE,Precision Wires India Ltd,Unclassified,PRECWIRE.BO,INR
KRYPTONQ,Krypton Industries Ltd,Unclassified,KRYPTONQ.BO,INR
SWISSMLTRY,Swiss Military Consumer Goods Ltd,Unclassified,SWISSMLTRY.BO,INR
MARBU,Martin Burn Ltd,Unclassified,MARBU.BO,INR
FEL,Future Enterprises Ltd,Unclassified,FEL.BO,INR
INDTONER,Indian Toners & Developers Ltd,Unclassified,INDTONER.BO,INR
KUNSTOFF,Kunststoffe Industries Ltd,Unclassified,KUNSTOFF.BO,INR
SCI,Shipping Corporation of India Ltd,Unclassified,SCI.BO,INR
SIKA,Sika Interplant Systems Ltd,Unclassified,SIKA.BO,INR
ITI,ITI Ltd,Unclassified,ITI.BO,INR
DREDGECORP,Dredging Corporation of India Ltd,Unclassified,DREDGECORP.BO,INR
PHRMASI,Phaarmasia Ltd,Unclassified,PHRMASI.BO,INR
NFL,National Fertilizers Ltd,Unclassified,NFL.BO,INR
IPRINGLTD,IP Rings Ltd,Unclassified,IPRINGLTD.BO,INR
PIIND,PI Industries Ltd,Unclassified,PIIND.BO,INR
PLASTIBLEN,Plastiblends India Ltd,Unclassified,PLASTIBLEN.BO,INR
YASHINNO,Yash Innoventures Ltd,Unclassified,YASHINNO.BO,INR
KKPLASTICK,Kkalpana Plastick Ltd,Unclassified,KKPLASTICK.BO,INR
WATERBASE,Waterbase Ltd,Unclassified,WATERBASE.BO,INR
FLEXFO,Flex Foods Ltd,Unclassified,FLEXFO.BO,INR
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,Unclassified,GOLKUNDIA.BO,INR
APCOTEXIND,Apcotex Industries Ltd,Unclassified,APCOTEXIND.BO,INR
FORTISMLR,Fortis Malar Hospitals Ltd,Unclassified,FORTISMLR.BO,INR
MASTEK,Mastek Ltd,Unclassified,MASTEK.BO,INR
EIMCOELECO,Eimco Elecon (India) Ltd,Unclassified,EIMCOELECO.BO,INR
SAYAJIHOTL,Sayaji Hotels Ltd,Unclassified,SAYAJIHOTL.BO,INR
ASHIANA,Ashiana Housing Ltd,Unclassified,ASHIANA.BO,INR
SVAMSOF,Svam Software Ltd,Unclassified,SVAMSOF.BO,INR
ECOBOAR,Ecoboard Industries Ltd,Unclassified,ECOBOAR.BO,INR
DVL,Dhunseri Ventures Ltd,Unclassified,DVL.BO,INR
TIHIL,Trans India House Impex Ltd,Unclassified,TIHIL.BO,INR
MAHEPC,Mahindra EPC Irrigation Ltd,Unclassified,MAHEPC.BO,INR
MITSHI,Mitshi India Ltd,Unclassified,MITSHI.BO,INR
SHUKJEW,Shukra Jewellery Ltd,Unclassified,SHUKJEW.BO,INR
MAZDA,Mazda Ltd,Unclassified,MAZDA.BO,INR
VHLTD,Viceroy Hotels Ltd,Unclassified,VHLTD.BO,INR
SOVERDIA,Sovereign Diamonds Ltd,Unclassified,SOVERDIA.BO,INR
MENONBE,Menon Bearings Ltd,Unclassified,MENONBE.BO,INR
MUKATPIP,Mukat Pipes Ltd,Unclassified,MUKATPIP.BO,INR
GUJRAFFIA,Gujarat Raffia Industries Ltd,Unclassified,GUJRAFFIA.BO,INR
SIMPLEXINF,Simplex Infrastructures Ltd,Unclassified,SIMPLEXINF.BO,INR
INNOVTEC,Innovative Tech Pack Ltd,Unclassified,INNOVTEC.BO,INR
SUPTANERY,Super Tannery Ltd,Unclassified,SUPTANERY.BO,INR
CONSTRONIC,Constronics Infra Ltd,Unclassified,CONSTRONIC.BO,INR
AXTEL,Axtel Industries Ltd,Unclassified,AXTEL.BO,INR
GRANDOAK,Grand Oak Canyons Distillery Ltd,Unclassified,GRANDOAK.BO,INR
EASTINDIA,East India Drums and Barrels Manufacturing Ltd,Unclassified,EASTINDIA.BO,INR
VRWODAR,VR Woodart Ltd,Unclassified,VRWODAR.BO,INR
POONAWALLA,Poonawalla Fincorp Ltd,Unclassified,POONAWALLA.BO,INR
KINGFA,Kingfa Science & Technology (India) Ltd,Unclassified,KINGFA.BO,INR
PATIDAR,Patidar Buildcon Ltd,Unclassified,PATIDAR.BO,INR
RAMAPHO,Rama Phosphates Ltd,Unclassified,RAMAPHO.BO,INR
VENLONENT,Venlon Enterprises Ltd,Unclassified,VENLONENT.BO,INR
PETPLST,Pet Plastics Ltd,Unclassified,PETPLST.BO,INR
POLYPLEX,Polyplex Corporation Ltd,Unclassified,POLYPLEX.BO,INR
PANIDPR,Panther Industrial Products Ltd,Unclassified,PANIDPR.BO,INR
ALBERTDAVD,Albert David Ltd,Unclassified,ALBERTDAVD.BO,INR
HARLETH,Haryana Leather Chemicals Ltd,Unclassified,HARLETH.BO,INR
CARYSIL,Carysil Ltd,Unclassified,CARYSIL.BO,INR
KABRAEXTRU,Kabra Extrusiontechnik Ltd,Unclassified,KABRAEXTRU.BO,INR
VINYLINDIA,Vinyl Chemicals (India) Ltd,Unclassified,VINYLINDIA.BO,INR
PCCOSMA,Pee Cee Cosma Sope Ltd,Unclassified,PCCOSMA.BO,INR
TCMLMTD,TCM Ltd,Unclassified,TCMLMTD.BO,INR
IOLCP,IOL Chemicals & Pharmaceuticals Ltd,Unclassified,IOLCP.BO,INR
KESARPE,Kesar Petroproducts Ltd,Unclassified,KESARPE.BO,INR
VINATIORGA,Vinati Organics Ltd,Unclassified,VINATIORGA.BO,INR
LACTOSE,Lactose India Ltd,Unclassified,LACTOSE.BO,INR
TEEAI,Teesta Agro Industries Ltd,Unclassified,TEEAI.BO,INR
AARTIIND,Aarti Industries Ltd,Unclassified,AARTIIND.BO,INR
PNTKYOR,Pentokey Organy India Ltd,Unclassified,PNTKYOR.BO,INR
WANBURY,Wanbury Ltd,Unclassified,WANBURY.BO,INR
RESONANCE,Resonance Specialties Ltd,Unclassified,RESONANCE.BO,INR
GAEL,Gujarat Ambuja Exports Ltd,Unclassified,GAEL.BO,INR
RCF,Rashtriya Chemicals and Fertilizers Ltd,Unclassified,RCF.BO,INR
GUJINJEC,Gujarat Inject Kerala Ltd,Unclassified,GUJINJEC.BO,INR
KOPRAN,Kopran Ltd,Unclassified,KOPRAN.BO,INR
AIMCOPEST,Aimco Pesticides Ltd,Unclassified,AIMCOPEST.BO,INR
GUJTERC,Gujarat Terce Laboratories Ltd,Unclassified,GUJTERC.BO,INR
KABRADG,Kabra Drugs Ltd,Unclassified,KABRADG.BO,INR
SEYAIND,Seya Industries Ltd,Unclassified,SEYAIND.BO,INR
JAYAGROGN,Jayant Agro Organics Ltd,Unclassified,JAYAGROGN.BO,INR
BCLIND,BCL Industries Ltd,Unclassified,BCLIND.BO,INR
SHHARICH,Shree Hari Chemicals Export Ltd,Unclassified,SHHARICH.BO,INR
INDOBORAX,Indo Borax & Chemicals Ltd,Unclassified,INDOBORAX.BO,INR
AARTIDRUGS,Aarti Drugs Ltd,Unclassified,AARTIDRUGS.BO,INR
BODALCHEM,Bodal Chemicals Ltd,Unclassified,BODALCHEM.BO,INR
ORCHPHARMA,Orchid Pharma Ltd,Unclassified,ORCHPHARMA.BO,INR
VIMTALABS,Vimta Labs Ltd,Unclassified,VIMTALABS.BO,INR
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,Unclassified,BIOFILCHEM.BO,INR
ISHITADR,Ishita Drugs & Industries Ltd,Unclassified,ISHITADR.BO,INR
MARKSANS,Marksans Pharma Ltd,Unclassified,MARKSANS.BO,INR
UNIVSTAR,Universal Starch Chem Allied Ltd,Unclassified,UNIVSTAR.BO,INR
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd,Unclassified,AAREYDRUGS.BO,INR
NORRIS,Norris Medicines Ltd,Unclassified,NORRIS.BO,INR
ASINPET,Asian Petroproducts & Exports Ltd,Unclassified,ASINPET.BO,INR
CAMEXLTD,Camex Ltd,Unclassified,CAMEXLTD.BO,INR
EVEXIA,Evexia Lifecare Ltd,Unclassified,EVEXIA.BO,INR
INDOEURO,Indo Euro Indchem Ltd,Unclassified,INDOEURO.BO,INR
SYNCOMF,Syncom Formulations India Ltd,Unclassified,SYNCOMF.BO,INR
RIDDHI,Riddhi Siddhi Gluco Biols Ltd,Unclassified,RIDDHI.BO,INR
SVCIND,SVC INDUSTRIES Ltd,Unclassified,SVCIND.BO,INR
IPCALAB,Ipca Laboratories Ltd,Unclassified,IPCALAB.BO,INR
KILITCH,Kilitch Drugs India Ltd,Unclassified,KILITCH.BO,INR
RAAJMEDI,Raaj Medisafe India Ltd,Unclassified,RAAJMEDI.BO,INR
CORALAB,Coral Laboratories Ltd,Unclassified,CORALAB.BO,INR
TULASEEBIOE,Tulasee Bio Ethanol Ltd,Unclassified,TULASEEBIOE.BO,INR
BACPHAR,Bacil Pharma Ltd,Unclassified,BACPHAR.BO,INR
KREBSBIO,Krebs Biochemicals & Industries Ltd,Unclassified,KREBSBIO.BO,INR
KMCSHIL,KMC Speciality Hospitals (India) Ltd,Unclassified,KMCSHIL.BO,INR
LAFFANSQ,Laffans Petrochemicals Ltd,Unclassified,LAFFANSQ.BO,INR
BHASKAGR,Bhaskar Agrochemicals Ltd,Unclassified,BHASKAGR.BO,INR
SUKHJITS,Sukhjit Starch & Chemicals Ltd,Unclassified,SUKHJITS.BO,INR
SHARMEH,Sharma East India Hospitals & Medical Research Ltd,Unclassified,SHARMEH.BO,INR
NEULANDLAB,Neuland Laboratories Ltd,Unclassified,NEULANDLAB.BO,INR
GAYATRIBI,Gayatri BioOrganics Ltd,Unclassified,GAYATRIBI.BO,INR
PODDARMENT,Poddar Pigments Ltd,Unclassified,PODDARMENT.BO,INR
PHARMAID,Pharmaids Pharmaceuticals Ltd,Unclassified,PHARMAID.BO,INR
VIVIDIND,Vivid Global Industries Ltd,Unclassified,VIVIDIND.BO,INR
PRIYALT,Priya Ltd,Unclassified,PRIYALT.BO,INR
TIRUSTA,Tirupati Starch & Chemicals Ltd,Unclassified,TIRUSTA.BO,INR
HEMORGANIC,Hemo Organic Ltd,Unclassified,HEMORGANIC.BO,INR
JAYSYNTH,Jaysynth Orgochem Ltd,Unclassified,JAYSYNTH.BO,INR
AEONXDIGI,Aeonx Digital Technology Ltd,Unclassified,AEONXDIGI.BO,INR
AKSHARCHEM,AksharChem India Ltd,Unclassified,AKSHARCHEM.BO,INR
BANDARAM,Bandaram Pharma Packtech Ltd,Unclassified,BANDARAM.BO,INR
BERLDRG,Beryl Drugs Ltd,Unclassified,BERLDRG.BO,INR
INDXTRA,IEL Ltd,Unclassified,INDXTRA.BO,INR
ISTRNETWK,iStreet Network Ltd,Unclassified,ISTRNETWK.BO,INR
GAGAN,Gagan Gases Ltd,Unclassified,GAGAN.BO,INR
PARKERAC,Parker Agrochem Exports Ltd,Unclassified,PARKERAC.BO,INR
SHUKRAPHAR,Shukra Pharmaceuticals Ltd,Unclassified,SHUKRAPHAR.BO,INR
ALUFLUOR,Alufluoride Ltd,Unclassified,ALUFLUOR.BO,INR
OXYGENTAPH,Oxygenta Pharmaceutical Ltd,Unclassified,OXYGENTAPH.BO,INR
ARCHITORG,Archit Organosys Ltd,Unclassified,ARCHITORG.BO,INR
SIKOZY,Sikozy Realtors Ltd,Unclassified,SIKOZY.BO,INR
INDOAMIN,Indo Amines Ltd,Unclassified,INDOAMIN.BO,INR
NATCAPSUQ,Natural Capsules Ltd,Unclassified,NATCAPSUQ.BO,INR
WELCURE,Welcure Drugs & Pharmaceuticals Ltd,Unclassified,WELCURE.BO,INR
BIBCL,Bharat Immunologicals & Biologicals Corporation Ltd,Unclassified,BIBCL.BO,INR
SOTL,Savita Oil Technologies Ltd,Unclassified,SOTL.BO,INR
HESTERBIO,Hester Biosciences Ltd,Unclassified,HESTERBIO.BO,INR
KABSON,Kabsons Industries Ltd,Unclassified,KABSON.BO,INR
BASANTGL,Basant Agro Tech India Ltd,Unclassified,BASANTGL.BO,INR
SANDUPHQ,Sandu Pharmaceuticals Ltd,Unclassified,SANDUPHQ.BO,INR
NACLIND,NACL Industries Ltd,Unclassified,NACLIND.BO,INR
VISTAPH,Vista Pharmaceuticals Ltd,Unclassified,VISTAPH.BO,INR
SUNPHARMA,Sun Pharmaceutical Industries Ltd,Unclassified,SUNPHARMA.BO,INR
TITANBIO,Titan Biotech Ltd,Unclassified,TITANBIO.BO,INR
JENBURPH,Jenburkt Pharmaceuticals Ltd,Unclassified,JENBURPH.BO,INR
HIKAL,Hikal Ltd,Unclassified,HIKAL.BO,INR
CAPLIPOINT,Caplin Point Laboratories Ltd,Unclassified,CAPLIPOINT.BO,INR
FISCHER,Fischer Medical Ventures Ltd,Unclassified,FISCHER.BO,INR
LINKPH,Link Pharma Chem Ltd,Unclassified,LINKPH.BO,INR
DECIPHER,Decipher Labs Ltd,Unclassified,DECIPHER.BO,INR
EMMESSA,Emmessar Biotech & Nutrition Ltd,Unclassified,EMMESSA.BO,INR
NGLFINE,NGL Fine Chem Ltd,Unclassified,NGLFINE.BO,INR
EVERESTO,Everest Organics Ltd,Unclassified,EVERESTO.BO,INR
AUROPHARMA,Aurobindo Pharma Ltd,Unclassified,AUROPHARMA.BO,INR
PHYTO,Phyto Chem India Ltd,Unclassified,PHYTO.BO,INR
NATCOPHARM,Natco Pharma Ltd,Unclassified,NATCOPHARM.BO,INR
DYNAMIND,Dynamic Industries Ltd,Unclassified,DYNAMIND.BO,INR
PANAMAPET,Panama Petrochem Ltd,Unclassified,PANAMAPET.BO,INR
BALPHARMA,Bal Pharma Ltd,Unclassified,BALPHARMA.BO,INR
BDH,BDH Industries Ltd,Unclassified,BDH.BO,INR
JAUSPOL,Jauss Polymers Ltd,Unclassified,JAUSPOL.BO,INR
GLOBUSCON,Globus Constructors & Developers Ltd,Unclassified,GLOBUSCON.BO,INR
CUBEXTUB,Cubex Tubings Ltd,Unclassified,CUBEXTUB.BO,INR
POLYCHMP,Polymechplast Machines Ltd,Unclassified,POLYCHMP.BO,INR
STELLANT,Stellant Securities (India) Ltd,Unclassified,STELLANT.BO,INR
GALXBRG,Galaxy Bearings Ltd,Unclassified,GALXBRG.BO,INR
VINRKLB,Rekvina Laboratories Ltd,Unclassified,VINRKLB.BO,INR
SCAGRO,SC Agrotech Ltd,Unclassified,SCAGRO.BO,INR
RALEGRA,Ravileela Granites Ltd,Unclassified,RALEGRA.BO,INR
UNRYLMA,Uniroyal Marine Exports Ltd,Unclassified,UNRYLMA.BO,INR
KARANWO,Karan Woo Sin Ltd,Unclassified,KARANWO.BO,INR
SHERVANI,Shervani Industrial Syndicate Ltd,Unclassified,SHERVANI.BO,INR
BNAGROCHEM,BN Agrochem Ltd,Unclassified,BNAGROCHEM.BO,INR
SUPERTEX,Supertex Industries Ltd,Unclassified,SUPERTEX.BO,INR
SHETR,Shetron Ltd,Unclassified,SHETR.BO,INR
TRABI,Transgene Biotek Ltd,Unclassified,TRABI.BO,INR
MPL,Mpl Plastics Ltd,Unclassified,MPL.BO,INR
NIKHILAD,Nikhil Adhesives Ltd,Unclassified,NIKHILAD.BO,INR
SPENTA,Spenta International Ltd,Unclassified,SPENTA.BO,INR
MULTIBASE,Multibase India Ltd,Unclassified,MULTIBASE.BO,INR
ANDREWYU,Andrew Yule & Company Ltd,Unclassified,ANDREWYU.BO,INR
LUDLOWJUT,Ludlow Jute & Specialities Ltd,Unclassified,LUDLOWJUT.BO,INR
ASHRAM,Ashram Online.Com Ltd,Unclassified,ASHRAM.BO,INR
ROYALCU,Royal Cushion Vinyl Products Ltd,Unclassified,ROYALCU.BO,INR
SURJIND,Suraj Industries Ltd,Unclassified,SURJIND.BO,INR
HITECHCORP,Hitech Corporation Ltd,Unclassified,HITECHCORP.BO,INR
BLOOM,Bloom Dekor Ltd,Unclassified,BLOOM.BO,INR
FILATEX,Filatex India Ltd,Unclassified,FILATEX.BO,INR
STDSFAC,Standard Surfactants Ltd,Unclassified,STDSFAC.BO,INR
MORGAN,Morgan Ventures Ltd,Unclassified,MORGAN.BO,INR
AMRAPLIN,Amrapali Industries Ltd,Unclassified,AMRAPLIN.BO,INR
PREMEXPLN,Premier Explosives Ltd,Unclassified,PREMEXPLN.BO,INR
MIDEASTP,Mid East Portfolio Management Ltd,Unclassified,MIDEASTP.BO,INR
MOLDTECH,Mold-Tek Technologies Ltd,Unclassified,MOLDTECH.BO,INR
CRSTCHM,Crestchem Ltd,Unclassified,CRSTCHM.BO,INR
MPHASIS,Mphasis Ltd,Unclassified,MPHASIS.BO,INR
DIVSHKT,Divyashakti Ltd,Unclassified,DIVSHKT.BO,INR
ORIENTLTD,Orient Press Ltd,Unclassified,ORIENTLTD.BO,INR
ADVMULT,Advance Multitech Ltd,Unclassified,ADVMULT.BO,INR
SHREYASI,Shreyas Intermediates Ltd,Unclassified,SHREYASI.BO,INR
PANJON,Panjon Ltd,Unclassified,PANJON.BO,INR
NIRBHAYIND,Nirbhay Colours India Ltd,Unclassified,NIRBHAYIND.BO,INR
DUROPACK,Duro Pack Ltd,Unclassified,DUROPACK.BO,INR
SWARNSAR,Swarnsarita Jewels India Ltd,Unclassified,SWARNSAR.BO,INR
GANESHHOU,Ganesh Housing Ltd,Unclassified,GANESHHOU.BO,INR
NMDC,NMDC Ltd,Unclassified,NMDC.BO,INR
CINDHO,Cindrella Hotels Ltd,Unclassified,CINDHO.BO,INR
PATINTLOG,Patel Integrated Logistics Ltd,Unclassified,PATINTLOG.BO,INR
ALPHAGEO,Alphageo (India) Ltd,Unclassified,ALPHAGEO.BO,INR
HAMPTON,Hampton Sky Realty Ltd,Unclassified,HAMPTON.BO,INR
KKALPANAIND,Kkalpana Industries (India) Ltd,Unclassified,KKALPANAIND.BO,INR
OKPLA,OK Play India Ltd,Unclassified,OKPLA.BO,INR
KRITI,Kriti Industries India Ltd,Unclassified,KRITI.BO,INR
WELTI,Welterman International Ltd,Unclassified,WELTI.BO,INR
ASMTEC,ASM Technologies Ltd,Unclassified,ASMTEC.BO,INR
PERFEPA,Perfectpac Ltd,Unclassified,PERFEPA.BO,INR
AMBIT,Ambitious Plastomac Company Ltd,Unclassified,AMBIT.BO,INR
VISIONCINE,Vision Cinemas Ltd,Unclassified,VISIONCINE.BO,INR
AEIM,Artificial Electronics Intelligent Material Ltd,Unclassified,AEIM.BO,INR
INDRANIB,Indrayani Biotech Ltd,Unclassified,INDRANIB.BO,INR
EUROLED,Euro Leder Fashion Ltd,Unclassified,EUROLED.BO,INR
WINSOMBR,Winsome Breweries Ltd,Unclassified,WINSOMBR.BO,INR
ELEFLOR,Elegant Floriculture & Agrotech India Ltd,Unclassified,ELEFLOR.BO,INR
SAENTER,South Asian Enterprises Ltd,Unclassified,SAENTER.BO,INR
SKYIND,Sky Industries Ltd,Unclassified,SKYIND.BO,INR
PHOENXINTL,Phoenix International Ltd,Unclassified,PHOENXINTL.BO,INR
BHUDEVI,Bhudevi Infra Projects Ltd,Unclassified,BHUDEVI.BO,INR
PRATIK,Pratik Panels Ltd,Unclassified,PRATIK.BO,INR
RISHIROOP,Rishiroop Ltd,Unclassified,RISHIROOP.BO,INR
PROMACT,Promact Plastics Ltd,Unclassified,PROMACT.BO,INR
STRGRENWO,Sterling Green Woods Ltd,Unclassified,STRGRENWO.BO,INR
